	0° s filtrar		
Frequency (Hz)	Level (dB)
2921.628551	47.32
2963.978165	45.94
3006.941645	46.47
3050.527890	47.08
3094.745927	47.42
3139.604913	47.33
3185.114139	47.17
3231.283032	47.70
3278.121151	46.85
3325.638200	47.79
3373.844017	48.72
3422.748588	48.07
3472.362041	48.23
3522.694651	48.00
3573.756843	48.25
3625.559192	48.83
3678.112427	49.67
3731.427432	49.78
3785.515249	48.12
3840.387080	48.92
3896.054290	49.07
3952.528408	48.97
4009.821129	48.01
4067.944321	48.16
4126.910020	48.60
4186.730440	48.76
4247.417969	49.00
4308.985176	49.34
4371.444813	49.22
4434.809815	50.15
4499.093306	49.95
4564.308599	49.87
4630.469202	49.55
4697.588817	49.94
4765.681344	50.21
4834.760887	49.13
4904.841752	49.92
4975.938453	49.11
5048.065717	48.90
5121.238480	48.28
5195.471897	47.99
5270.781343	48.92
5347.182415	49.60
5424.690937	50.96
5503.322961	50.84
5583.094772	50.85
5664.022893	50.29
5746.124083	49.96
5829.415347	49.49
5913.913936	48.36
5999.637349	47.76
6086.603340	45.39
6174.829922	44.73
6264.335367	44.16
6355.138211	42.47
6447.257262	41.62
6540.711597	42.06
6635.520573	42.90
6731.703824	43.72
6829.281272	44.04
6928.273125	43.78
7028.699885	42.84
7130.582353	42.53
7233.941627	41.90
7338.799116	40.43
7445.176537	40.00
7553.095920	40.28
7662.579617	41.04
7773.650302	42.96
7886.330981	43.70
8000.644989	45.37
8116.616003	45.56
8234.268041	44.91
8353.625470	44.27
8474.713009	42.09
8597.555737	41.03
8722.179097	39.33
8848.608897	38.75
8976.871324	39.37
9106.992942	39.86
9239.000700	40.70
9372.921937	40.90
9508.784391	41.54
9646.616199	42.21
9786.445908	42.91
9928.302478	42.75
10072.215288	40.43
10218.214144	40.08
10366.329284	39.68
10516.591384	39.72
10669.031565	39.74
10823.681397	39.95
10980.572911	39.87
11139.738600	39.58
11301.211429	39.21
11465.024840	37.84
11631.212760	36.24
11799.809609	35.02
11970.850305	34.77
12144.370271	35.02
12320.405445	35.88
12498.992285	35.89
12680.167779	34.80
12863.969449	33.04
13050.435363	31.06
13239.604139	30.31
13431.514956	30.30
13626.207560	29.29
13823.722274	26.86
14024.100004	24.28
14227.382252	20.86
14433.611118	16.34
14642.829314	13.82
14855.080172	15.61
15070.407650	18.51
15288.856344	17.77
15510.471498	19.01
15735.299010	17.69
15963.385443	24.01
16194.778036	17.29
16429.524714	15.36
16667.674093	14.48
16909.275497	16.53
17154.378963	14.38
17403.035256	14.54
17655.295873	13.66
17911.213060	19.75
18170.839820	19.44
18434.229924	16.79
18701.437922	13.52
18972.519156	14.75
19247.529769	14.65
19526.526718	14.32
19809.567786	12.56
20096.711592	7.75
20388.017608	6.02
20683.546166	7.41
20983.358471	13.14
21287.516618	9.64
21596.083601	9.20
21909.123326	5.64
22226.700627	5.44
