Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
6.583333E-03   -1.762367E-02
6.604167E-03   -1.512440E-02
6.625000E-03   -1.464298E-02
6.645833E-03   -1.291229E-02
6.666667E-03   -9.306929E-03
6.687500E-03   -5.683525E-03
6.708333E-03   -6.108696E-03
6.729167E-03   -1.071666E-02
6.750000E-03   -9.722000E-03
6.770833E-03   -1.140303E-02
6.791667E-03   -1.756666E-02
6.812500E-03   -2.202114E-02
6.833333E-03   -2.808538E-02
6.854167E-03   -3.242107E-02
6.875000E-03   -3.525282E-02
6.895833E-03   -3.928318E-02
6.916667E-03   -4.238668E-02
6.937500E-03   -4.567560E-02
6.958333E-03   -4.499298E-02
6.979167E-03   -4.160419E-02
7.000000E-03   -4.465475E-02
7.020833E-03   -4.427042E-02
7.041667E-03   -3.930028E-02
7.062500E-03   -3.840455E-02
7.083333E-03   -3.355618E-02
7.104167E-03   -2.936045E-02
7.125000E-03   -2.584250E-02
7.145833E-03   -2.103864E-02
7.166667E-03   -1.694168E-02
7.187500E-03   -1.161451E-02
7.208333E-03   -6.397862E-03
7.229167E-03   -5.976759E-03
7.250000E-03   -1.006475E-02
7.270833E-03   -4.841217E-03
7.291667E-03   -6.332899E-03
7.312500E-03   -1.724584E-02
7.333333E-03   -2.134273E-02
7.354167E-03   -2.047648E-02
7.375000E-03   -2.158246E-02
7.395833E-03   -2.163294E-02
7.416667E-03   -2.289230E-02
7.437500E-03   -2.289798E-02
7.458333E-03   -1.952725E-02
7.479167E-03   -2.566798E-02
7.500000E-03   -2.840811E-02
7.520833E-03   -2.846560E-02
7.541667E-03   -3.211387E-02
7.562500E-03   -2.819660E-02
7.583333E-03   -2.461624E-02
7.604167E-03   -2.338487E-02
7.625000E-03   -1.828996E-02
7.645833E-03   -1.537724E-02
7.666667E-03   -1.610981E-02
7.687500E-03   -1.469453E-02
7.708333E-03   -1.679507E-02
7.729167E-03   -1.902452E-02
7.750000E-03   -1.655503E-02
7.770833E-03   -1.884487E-02
7.791667E-03   -1.978738E-02
7.812500E-03   -1.735039E-02
7.833333E-03   -1.597244E-02
7.854167E-03   -1.481282E-02
7.875000E-03   -1.289975E-02
7.895833E-03   -1.463724E-02
7.916667E-03   -1.270963E-02
7.937500E-03   -1.207212E-02
7.958333E-03   -1.159840E-02
7.979167E-03   -1.164714E-02
8.000000E-03   -1.485236E-02
8.020833E-03   -1.324305E-02
8.041667E-03   -1.203358E-02
