Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
5.520833E-03   -3.209781E-05
5.541667E-03   -1.814518E-05
5.562500E-03   -1.402820E-06
5.583333E-03   1.239522E-05
5.604167E-03   2.080094E-05
5.625000E-03   2.555721E-05
5.645833E-03   1.952256E-05
5.666667E-03   1.170777E-05
5.687500E-03   -6.810669E-07
5.708333E-03   -1.891630E-05
5.729167E-03   -3.304229E-05
5.750000E-03   -4.726558E-05
5.770833E-03   -5.628336E-05
5.791667E-03   -5.490482E-05
5.812500E-03   -4.810142E-05
5.833333E-03   -3.412424E-05
5.854167E-03   -1.545531E-05
5.875000E-03   5.991385E-06
5.895833E-03   1.661277E-05
5.916667E-03   2.525641E-05
5.937500E-03   1.090139E-05
5.958333E-03   -8.234672E-06
5.979167E-03   -1.946017E-05
6.000000E-03   -4.094774E-05
6.020833E-03   -4.049592E-05
6.041667E-03   -6.762939E-05
6.062500E-03   -6.547153E-05
6.083333E-03   -1.519269E-04
6.104167E-03   -4.565839E-04
6.125000E-03   -1.008887E-03
6.145833E-03   -1.906773E-03
6.166667E-03   -2.304844E-03
6.187500E-03   -2.340429E-03
6.208333E-03   -1.972823E-03
6.229167E-03   4.897272E-03
6.250000E-03   1.804479E-02
6.270833E-03   4.557161E-02
6.291667E-03   7.083804E-02
6.312500E-03   8.077180E-02
6.333333E-03   8.706524E-02
6.354167E-03   8.037014E-02
6.375000E-03   7.333033E-02
6.395833E-03   5.498264E-02
6.416667E-03   3.175871E-02
6.437500E-03   1.804490E-02
6.458333E-03   4.459816E-03
6.479167E-03   -8.914193E-03
6.500000E-03   -2.052804E-02
6.520833E-03   -2.886608E-02
6.541667E-03   -3.034998E-02
6.562500E-03   -2.811174E-02
6.583333E-03   -2.964820E-02
6.604167E-03   -2.888685E-02
6.625000E-03   -3.098001E-02
6.645833E-03   -2.280567E-02
6.666667E-03   -1.221861E-02
6.687500E-03   -5.605761E-03
6.708333E-03   3.933531E-03
6.729167E-03   8.478565E-03
6.750000E-03   8.085199E-03
6.770833E-03   9.962063E-03
6.791667E-03   8.124555E-03
6.812500E-03   -1.800072E-03
6.833333E-03   -6.427674E-03
